cleaned_text,sentiment_score,sentiment_label
rencana mandatori jenis bensin pertalite 20262027 upaya kurangi emisi manfaatkan feedstock lokal tetes tebu pencampuran pertamax green pertalite dicampurbukan hoaks,0,netral
pernyataan gaikindo penerapan bioetanol global dikonfirmasi sumber wikipedia eropa mayoritas india china thailand e20e85 brasil aman kaidah diikuti,0,netral
bensinku tinggal strip bekas pertamax skrg tunjungan ngisi bagusnya beli pertamax pertamax green spbu madya,-1,negatif
langkah pemerintah memperkuat ketahanan energi bioetanol patut diapresiasi rencana pemanfaatan 240000 hektar lahan diperluas juta hektar program bioetanol mandek 20062009 utama,0,netral
gabungan industri kendaraan bermotor indonesia gaikindo masyarakat khawatir rencana mandatori pencampuran etil alkohol etanol alias bioetanol persen sekretaris gaikindo kukuh kumara bioetanol,0,netral
antri sampe sejam hmmmm monggo monggo dehsaya pilih praktis cari pertamax green turbo bensin nomer kepala,0,netral
curiga gitu biogasoline nama nama disebutin limbah pertanian bioetanol,-1,negatif
pertamina patra niaga dorong transisi energi pertamax green,0,netral
pertamina patra niaga dorong transisi energi pertamax green,0,netral
resmi tersedia spbu pertamax green lokal pendorong zero emission 2060,0,netral
jurnalpatrolinews jakarta pertamina patra niaga komitmennya mendukung program pemerintah menekan emisi karbon target zero emission 2060,0,netral
pertamax green ramah lingkungan tersedia spbu,0,netral
pertamax green bahan bakar etanol pertamina kurangi emisi,0,netral
kehadiran pertamax green bukti dukungan pertamina patra niaga,0,netral
