cleaned_text,sentiment_score,sentiment_label
pertamax green kak,0,netral
proyek deforestasi terbesar dunia indonesia hutan papua kalimantan ditebang bioetanol gula pangan,0,netral
proyek deforestasi terbesar dunia indonesia hutan papua kalimantan ditebang bioetanol gula pangan,0,netral
proyek deforestasi terbesar dunia indonesia hutan papua kalimantan ditebang bioetanol gula pangan,0,netral
asyarakat adat korban kriminalisasi merauke hutan adat suku yei malind anim target proyek tebu amp bioetanol seluas 637420 parahnya masyarakat adat yei marga kwipalo membela tanahnya dikriminalisasi pelaku kejahatan lingkungan bebas,-1,negatif
fomo sih kak cari aman beli based fuel pertamina diracik motorku kuisi pertamax green ron bensin spbu swasta kosong kemarin kuisi ron tarikan motor beda banget,-1,negatif
harga indeks pasar bioetanol indonesia november 2025 9013 liter kementerian esdm turun oktober 9263liter harga bervariasi tergantung penggunaan bahan bakar industri,0,netral
bioetanol bbm pakar its beberkan hasil penelitiannya,0,netral
pertamina memasarkan bbm bioetanol pertalite bbm pertamina campuran bioetanol persen,0,netral
sekalipaling bioetanol overproud siap2 mesin kendaraan jebol,-1,negatif
buktikan pembatalan bensin etanol pembukaan akses pom bensin swasta omon² kalo dianulir gak namanya kebijakan berpihak rakyat,-1,negatif
kondisi ekonomi kaya mesin dikasih bensin etanol kalo salah rusak mesin jalan nunggu mesin satunya dibenerin,-1,negatif
langkah menekan spbu swasta berhasil nya menghilangkan pertalite perlambat pengiriman warga takut pertamax karna korban warga beralih pertamax green langsung subsidi bbm hilang ditelan,1,positif
berbahan tumbuhan bioetanol biodiesel temuan merevisi temukan,0,netral
rencana mandatori e10 jenis bensin pertalite 20262027 upaya kurangi emisi manfaatkan feedstock lokal tetes tebu pencampuran pertamax green pertalite dicampurbukan hoaks,0,netral
pernyataan gaikindo penerapan bioetanol e10 e20 global dikonfirmasi sumber iea wikipedia eropa mayoritas e10 india e20 china e10 thailand e20e85 brasil e27 aman kaidah diikuti,0,netral
rek bensinku tinggal strip bekas pertamax skrg tunjungan hrs ngisi dlu bagusnya beli pertamax pertamax green spbu ktt madya,-1,negatif
langkah pemerintah memperkuat ketahanan energi bioetanol patut diapresiasi rencana pemanfaatan 240000 hektar lahan diperluas juta hektar program bioetanol mandek 20062009 utama,0,netral
gabungan industri kendaraan bermotor indonesia gaikindo masyarakat khawatir rencana mandatori pencampuran etil alkohol etanol bbm alias bioetanol persen e10 sekretaris gaikindo kukuh kumara bioetanol,0,netral
antri sampe sejam hmmmm monggo monggo aja dehsaya sih pilih praktis cari pertamax green ato turbo pom bensin nomer nya kepala,0,netral
curiga gitu biogasoline nama nama disebutin limbah pertanian bioetanol,-1,negatif
pertamina patra niaga dorong transisi energi pertamax green,0,netral
pertamina patra niaga dorong transisi energi pertamax green,0,netral
resmi tersedia 170 spbu pertamax green bbm lokal pendorong net zero emission 2060,0,netral
jurnalpatrolinews jakarta pertamina patra niaga komitmennya mendukung program pemerintah menekan emisi karbon target net zero emission 2060,0,netral
pertamax green bbm ramah lingkungan tersedia 170 spbu,0,netral
pertamax green bahan bakar etanol pertamina kurangi emisi,0,netral
kehadiran pertamax green bukti dukungan pertamina patra niaga,0,netral
